event_index,ts_event,account_id,account_type,currency,total,locked,free,reported
0,60000000000,BINANCE-001,MARGIN,USDT,1000.00000000,0.00000000,1000.00000000,True
1,120000000000,BINANCE-001,MARGIN,USDT,1000.00000000,200.00000000,800.00000000,False
2,180000000000,BINANCE-001,MARGIN,USDT,998.00000000,200.00000000,798.00000000,True
3,180000000000,BINANCE-001,MARGIN,USDT,998.00000000,200.00000000,798.00000000,False
