client_order_id,instrument_id,side,order_type,time_in_force,quantity,filled_qty,leaves_qty,status,initialized_ns,terminal_ns
O-20210605-000100-001-140730670348480-33,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1622851260000000000,1622851320000000000
O-20210610-000000-001-140730670348480-34,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1623283200000000000,1623283260000000000
O-20210610-000100-001-140730670348480-35,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1623283260000000000,1623283320000000000
O-20210613-000000-001-140730670348480-36,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1623542400000000000,1623542460000000000
O-20210613-000100-001-140730670348480-37,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1623542460000000000,1623542520000000000
O-20210614-000000-001-140730670348480-38,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1623628800000000000,1623628860000000000
O-20210614-000100-001-140730670348480-39,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1623628860000000000,1623628920000000000
O-20210619-000000-001-140730670348480-40,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1624060800000000000,1624060860000000000
O-20210619-000100-001-140730670348480-41,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1624060860000000000,1624060920000000000
O-20210630-000000-001-140730670348480-42,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1625011200000000000,1625011260000000000
O-20210630-000100-001-140730670348480-43,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1625011260000000000,1625011320000000000
O-20210701-000000-001-140730670348480-44,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1625097600000000000,1625097660000000000
O-20210701-000100-001-140730670348480-45,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1625097660000000000,1625097720000000000
O-20210705-000000-001-140730670348480-46,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1625443200000000000,1625443260000000000
O-20210705-000100-001-140730670348480-47,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1625443260000000000,1625443320000000000
O-20210706-000000-001-140730670348480-48,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1625529600000000000,1625529660000000000
O-20210706-000100-001-140730670348480-49,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1625529660000000000,1625529720000000000
O-20210712-000000-001-140730670348480-50,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1626048000000000000,1626048060000000000
O-20210712-000100-001-140730670348480-51,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1626048060000000000,1626048120000000000
O-20210713-000000-001-140730670348480-52,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1626134400000000000,1626134460000000000
O-20210713-000100-001-140730670348480-53,BTCUSDT-PERP.BINANCE,SELL,MARKET,GTC,0.100,0.100,0.000,FILLED,1626134460000000000,1626134520000000000
O-20210724-000000-001-140730670348480-54,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1627084800000000000,1627084860000000000
O-20210724-000100-001-140730670348480-55,BTCUSDT-PERP.BINANCE,BUY,MARKET,GTC,0.100,0.100,0.000,FILLED,1627084860000000000,1627084920000000000
