row_type,event_index,ts_event,instrument_id,position_id,side,signed_qty,quantity,avg_px_open,realized_pnl
FINAL_NATIVE_POSITION,0,1735689660000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140728574137360,LONG,0.00100000,0.00100000,93610.94,-0.09361094 USDT
PositionOpened,0,1735689660000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140728574137360,LONG,0.00100000,0.00100000,93610.94,-0.09361094 USDT
