row_type,event_index,ts_event,instrument_id,position_id,side,signed_qty,quantity,avg_px_open,realized_pnl
FINAL_NATIVE_POSITION,0,1735718400000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140735247707360,LONG,0.004,0.004,93695.1,-0.41224483 USDT
PositionOpened,0,1735718280000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140735247707360,LONG,0.004,0.004,93695.1,-0.37478040 USDT
