row_type,event_index,ts_event,instrument_id,position_id,side,signed_qty,quantity,avg_px_open,realized_pnl
FINAL_NATIVE_POSITION,0,1627257660000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,LONG,0.406731,0.406731,35325.990000000005,-14.36817524 USDT
PositionOpened,0,1612742460000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,LONG,0.257257,0.257257,38828.93,-9.98901405 USDT
PositionClosed,1,1616371260000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,FLAT,0,0.000000,38828.93,4749.22274270 USDT
PositionOpened,2,1616976060000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,LONG,0.263925,0.263925,55824.6,-14.73350756 USDT
PositionClosed,3,1618790460000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,FLAT,0,0.000000,55824.6,78.68412124 USDT
PositionOpened,4,1624233660000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,LONG,0.416345,0.416345,35576.54,-14.81211455 USDT
PositionClosed,5,1624838460000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,FLAT,0,0.000000,35576.54,-444.37996529 USDT
PositionOpened,6,1627257660000000000,BTCUSDT.BINANCE,BTCUSDT.BINANCE-DataActor-140720513486432,LONG,0.406731,0.406731,35325.990000000005,-14.36817524 USDT
