row_type,event_index,ts_event,instrument_id,side,signed_qty,quantity,avg_px_open,realized_pnl
FINAL_NATIVE_POSITION,0,480000000000,BTCUSDT-PERP.BINANCE,SHORT,-1.0,1,90.0,0.00000000 USDT
PositionOpened,0,120000000000,BTCUSDT-PERP.BINANCE,NATIVE_EVENT_SNAPSHOT,2.0,2.0,,
PositionChanged,1,240000000000,BTCUSDT-PERP.BINANCE,NATIVE_EVENT_SNAPSHOT,1.0,1.0,,
PositionClosed,2,360000000000,BTCUSDT-PERP.BINANCE,NATIVE_EVENT_SNAPSHOT,0,0,,
PositionOpened,3,480000000000,BTCUSDT-PERP.BINANCE,NATIVE_EVENT_SNAPSHOT,-1.0,1.0,,
