row_type,event_index,ts_event,instrument_id,position_id,side,signed_qty,quantity,avg_px_open,realized_pnl
FINAL_NATIVE_POSITION,0,1735718580000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140730231598624,SHORT,-0.001,0.001,93675.5,-0.09367550 USDT
PositionOpened,0,1735718280000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140730231598624,LONG,0.004,0.004,93695.1,-0.37478040 USDT
PositionChanged,1,1735718340000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140730231598624,LONG,0.003,0.003,93695.1,-0.50923470 USDT
PositionClosed,2,1735718520000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140730231598624,FLAT,0,0.000,93695.1,-0.87745923 USDT
PositionOpened,3,1735718580000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140730231598624,SHORT,-0.001,0.001,93675.5,-0.09367550 USDT
