fill_index,event_id,client_order_id,venue_order_id,trade_id,position_id,account_id,instrument_id,order_side,order_type,last_qty,last_px,commission,currency,liquidity_side,ts_event,ts_init
0,269b9806-90fb-4540-81a1-41e804abfc54,O-20250101-075700-001-140734085608704-1,BINANCE-1-1,T-5f9019ba1ec3332e-005,BTCUSDT-PERP.BINANCE-DataActor-140734085608704,BINANCE-001,BTCUSDT-PERP.BINANCE,BUY,MARKET,0.004,93695.1,0.37478040 USDT,USDT,TAKER,1735718280000000000,1735718280000000000
1,69313ed0-576d-4db5-b7fe-ef93b6e85e8a,O-20250101-075800-001-140734085608704-2,BINANCE-1-2,T-9650a229eaf0bf81-008,BTCUSDT-PERP.BINANCE-DataActor-140734085608704,BINANCE-001,BTCUSDT-PERP.BINANCE,SELL,MARKET,0.001,93654.3,0.09365430 USDT,USDT,TAKER,1735718340000000000,1735718340000000000
2,1d35d3a7-a152-4f05-966b-9d2356df1439,O-20250101-080100-001-140734085608704-3,BINANCE-1-3,T-6dec6500621252c8-019,BTCUSDT-PERP.BINANCE-DataActor-140734085608704,BINANCE-001,BTCUSDT-PERP.BINANCE,SELL,MARKET,0.003,93675.4,0.28102620 USDT,USDT,TAKER,1735718520000000000,1735718520000000000
3,7474d879-7d8b-4b9e-a6c3-e62269bab9e3,O-20250101-080200-001-140734085608704-4,BINANCE-1-4,T-bcdc115abdff50a6-024,BTCUSDT-PERP.BINANCE-DataActor-140734085608704,BINANCE-001,BTCUSDT-PERP.BINANCE,SELL,MARKET,0.001,93675.5,0.09367550 USDT,USDT,TAKER,1735718580000000000,1735718580000000000
