row_type,event_index,ts_event,instrument_id,position_id,side,signed_qty,quantity,avg_px_open,realized_pnl
FINAL_NATIVE_POSITION,0,1735718460000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140725990443824,LONG,0.001,0.001,93660.8,-0.09366080 USDT
PositionOpened,0,1735718460000000000,BTCUSDT-PERP.BINANCE,BTCUSDT-PERP.BINANCE-DataActor-140725990443824,LONG,0.001,0.001,93660.8,-0.09366080 USDT
